gene_id	chr	gene_name	length	type
ENSG00000102699.5	chr13	PARP4	6080	protein_coding
ENSG00000266216.1	chr13	AL359538.2	86	miRNA
ENSG00000244615.1	chr13	PSPC1P2	225	transcribed_unprocessed_pseudogene
ENSG00000243008.2	chr13	RP11-556N21.1	1710	processed_transcript
ENSG00000211508.1	chr13	AL359538.1	97	miRNA
ENSG00000075673.10	chr13	ATP12A	4442	protein_coding
ENSG00000207474.1	chr13	RNY1P7	110	misc_RNA
ENSG00000225404.2	chr13	RPL26P34	451	processed_pseudogene
ENSG00000231417.2	chr13	IRX1P1	1838	unprocessed_pseudogene
ENSG00000226695.1	chr13	ANKRD20A10P	1515	processed_pseudogene
ENSG00000132972.17	chr13	RNF17	5634	protein_coding
ENSG00000151849.13	chr13	CENPJ	5812	protein_coding
ENSG00000253771.4	chr13	TPTE2P1	1709	transcribed_unprocessed_pseudogene
ENSG00000273628.1	chr13	RP11-756A22.7	329	unprocessed_pseudogene
ENSG00000251299.1	chr13	SLC25A15P3	290	unprocessed_pseudogene
ENSG00000232858.1	chr13	RPL34P27	349	processed_pseudogene
ENSG00000269099.2	chr13	RP11-458I4.1	133	processed_pseudogene
ENSG00000276958.1	chr13	RP11-458I4.2	138	unprocessed_pseudogene
ENSG00000151846.8	chr13	PABPC3	3387	protein_coding
ENSG00000279695.1	chr13	RP11-165I9.10	274	TEC
ENSG00000165566.12	chr13	AMER2	10605	protein_coding
ENSG00000234056.1	chr13	LINC00463	1147	lincRNA
ENSG00000238169.1	chr13	LINC01053	771	antisense
ENSG00000279550.1	chr13	RP11-165I9.9	255	TEC
ENSG00000225105.2	chr13	LINC01076	302	lincRNA
ENSG00000235315.2	chr13	RPL23AP69	458	processed_pseudogene
ENSG00000139505.11	chr13	MTMR6	5779	protein_coding
ENSG00000221324.1	chr13	AL590787.1	85	miRNA
ENSG00000260509.2	chr13	RP11-271M24.2	1315	lincRNA
ENSG00000139496.14	chr13	NUPL1	10422	protein_coding
ENSG00000234152.1	chr13	TCEB2P1	357	processed_pseudogene
ENSG00000132932.15	chr13	ATP8A2	10415	protein_coding
ENSG00000199767.1	chr13	RNU6-78P	107	snRNA
ENSG00000180803.3	chr13	RP11-467D10.2	418	processed_pseudogene
ENSG00000242381.3	chr13	RN7SL741P	289	misc_RNA
ENSG00000281497.1	chr13	AL138815.1	68	miRNA
ENSG00000223158.1	chr13	RNY1P3	118	misc_RNA
ENSG00000180730.4	chr13	SHISA2	2860	protein_coding
ENSG00000231983.1	chr13	LINC00415	435	lincRNA
ENSG00000233963.1	chr13	ATP8A2P3	1433	unprocessed_pseudogene
ENSG00000234706.1	chr13	PRUNEP1	705	processed_pseudogene
ENSG00000127870.15	chr13	RNF6	4621	protein_coding
ENSG00000277368.1	chr13	RP11-380N8.7	464	antisense
ENSG00000271559.1	chr13	RP11-380N8.6	313	processed_pseudogene
ENSG00000227882.1	chr13	PRKRIRP6	2310	processed_pseudogene
ENSG00000132964.10	chr13	CDK8	3538	protein_coding
ENSG00000278413.1	chr13	uc_338	174	misc_RNA
ENSG00000132970.11	chr13	WASF3	5162	protein_coding
ENSG00000234031.1	chr13	RPS3AP44	790	processed_pseudogene
ENSG00000237001.5	chr13	WASF3-AS1	3040	antisense
ENSG00000132975.7	chr13	GPR12	5298	protein_coding
ENSG00000230256.1	chr13	FGFR1OP2P1	500	processed_pseudogene
ENSG00000223782.1	chr13	RPS21P8	247	processed_pseudogene
ENSG00000218198.3	chr13	RPS20P32	356	processed_pseudogene
ENSG00000152484.12	chr13	USP12	5195	protein_coding
ENSG00000278496.1	chr13	RP11-144H23.2	745	unprocessed_pseudogene
ENSG00000232162.1	chr13	USP12-AS1	268	antisense
ENSG00000230641.1	chr13	USP12-AS2	279	antisense
ENSG00000275294.3	chr13	RP11-428O18.6	1098	lincRNA
ENSG00000234772.1	chr13	LINC00412	420	antisense
ENSG00000122026.9	chr13	RPL21	2249	protein_coding
ENSG00000207500.1	chr13	SNORD102	72	snoRNA
ENSG00000207051.1	chr13	SNORA27	126	snoRNA
ENSG00000122035.6	chr13	RASL11A	1624	protein_coding
ENSG00000221756.1	chr13	AL159977.1	147	miRNA
ENSG00000252247.2	chr13	RNU6-70P	60	snRNA
ENSG00000229609.1	chr13	LINC01079	580	lincRNA
ENSG00000201242.1	chr13	RNY1P1	112	misc_RNA
ENSG00000122034.11	chr13	GTF3A	3001	protein_coding
ENSG00000122033.13	chr13	MTIF3	1603	protein_coding
ENSG00000252499.1	chr13	RNU6-63P	95	snRNA
ENSG00000139517.7	chr13	LNX2	4627	protein_coding
ENSG00000186184.14	chr13	POLR1D	6425	protein_coding
ENSG00000273552.1	chr13	RP11-87C7.3	862	lincRNA
ENSG00000226703.1	chr13	NPM1P4	812	processed_pseudogene
ENSG00000169840.4	chr13	GSX1	1663	protein_coding
ENSG00000207330.1	chr13	RNU6-73P	107	snRNA
ENSG00000247381.2	chr13	PDX1-AS1	1477	antisense
ENSG00000139515.5	chr13	PDX1	2501	protein_coding
ENSG00000180389.6	chr13	ATP5EP2	385	protein_coding
ENSG00000260704.1	chr13	LINC00543	1845	lincRNA
ENSG00000165556.9	chr13	CDX2	4122	protein_coding
ENSG00000183463.5	chr13	URAD	931	protein_coding
ENSG00000242360.3	chr13	RN7SL272P	289	misc_RNA
ENSG00000122025.13	chr13	FLT3	4159	protein_coding
ENSG00000271026.1	chr13	KATNBL1P1	748	processed_pseudogene
ENSG00000235115.3	chr13	CHCHD2P8	447	processed_pseudogene
ENSG00000261485.1	chr13	PAN3-AS1	1351	antisense
ENSG00000152520.12	chr13	PAN3	6352	protein_coding
ENSG00000232587.1	chr13	EEF1A1P3	1385	processed_pseudogene
ENSG00000200840.1	chr13	RNU6-82P	107	snRNA
ENSG00000102755.9	chr13	FLT1	12550	protein_coding
ENSG00000279393.1	chr13	RP11-95G6.1	1635	TEC
ENSG00000235472.1	chr13	EIF4A1P7	1220	processed_pseudogene
ENSG00000273964.1	chr13	Y_RNA	90	misc_RNA
ENSG00000132963.7	chr13	POMP	1428	protein_coding
ENSG00000139508.13	chr13	SLC46A3	3776	protein_coding
ENSG00000202237.1	chr13	RNU6-53P	106	snRNA
ENSG00000233588.1	chr13	CYP51A1P2	1499	processed_pseudogene
ENSG00000277227.1	chr13	RP11-161P17.2	225	unprocessed_pseudogene
ENSG00000236339.1	chr13	POM121L13P	380	processed_pseudogene
ENSG00000132938.17	chr13	MTUS2	8445	protein_coding
ENSG00000221670.1	chr13	AL596092.1	80	miRNA
ENSG00000236758.4	chr13	MTUS2-AS2	1059	antisense
ENSG00000223460.1	chr13	GAPDHP69	1008	processed_pseudogene
ENSG00000270680.1	chr13	RP11-351N4.4	304	processed_pseudogene
ENSG00000179141.8	chr13	MTUS2-AS1	2567	antisense
ENSG00000139514.11	chr13	SLC7A1	7692	protein_coding
ENSG00000122042.9	chr13	UBL3	4384	protein_coding
ENSG00000277180.1	chr13	AL139188.1	77	miRNA
ENSG00000278172.1	chr13	Metazoa_SRP	258	misc_RNA
ENSG00000236258.1	chr13	TIMM8BP1	211	processed_pseudogene
ENSG00000224329.2	chr13	LINC00297	913	lincRNA
ENSG00000224405.1	chr13	LINC00572	575	antisense
ENSG00000122043.9	chr13	LINC00544	1502	lincRNA
ENSG00000266505.1	chr13	RP11-629E24.2	1780	lincRNA
ENSG00000224511.1	chr13	LINC00365	2998	lincRNA
ENSG00000232117.1	chr13	LINC00384	6852	lincRNA
ENSG00000232643.1	chr13	LINC00385	374	lincRNA
ENSG00000279499.1	chr13	RP11-490N5.3	439	TEC
ENSG00000102781.12	chr13	KATNAL1	8105	protein_coding
ENSG00000266816.1	chr13	AL356750.1	84	miRNA
ENSG00000252928.1	chr13	RNU6-64P	105	snRNA
ENSG00000215049.3	chr13	PRDX2P1	589	processed_pseudogene
ENSG00000236463.1	chr13	LINC00427	430	lincRNA
ENSG00000238121.4	chr13	LINC00426	3972	lincRNA
ENSG00000279149.1	chr13	RP11-374F3.5	2496	TEC
ENSG00000225039.1	chr13	LINC01058	448	lincRNA
ENSG00000236444.3	chr13	UBE2L5P	465	processed_pseudogene
ENSG00000189403.13	chr13	HMGB1	7723	protein_coding
ENSG00000213411.2	chr13	RBM22P2	1814	processed_pseudogene
ENSG00000232489.1	chr13	MFAP1P1	1255	processed_pseudogene
ENSG00000224117.1	chr13	PTPN2P2	1024	processed_pseudogene
ENSG00000132952.10	chr13	USPL1	5125	protein_coding
ENSG00000275788.1	chr13	Metazoa_SRP	250	misc_RNA
ENSG00000132965.8	chr13	ALOX5AP	1715	protein_coding
ENSG00000237879.1	chr13	LINC00398	906	lincRNA
ENSG00000224743.5	chr13	TEX26-AS1	6510	antisense
ENSG00000236094.1	chr13	LINC00545	411	lincRNA
ENSG00000102802.8	chr13	MEDAG	2374	protein_coding
ENSG00000175664.8	chr13	TEX26	1660	protein_coding
ENSG00000238185.1	chr13	RP11-252M21.6	337	antisense
ENSG00000230403.1	chr13	LINC01066	399	lincRNA
ENSG00000231894.1	chr13	WDR95P	1082	unitary_pseudogene
ENSG00000120694.18	chr13	HSPH1	8390	protein_coding
ENSG00000187676.7	chr13	B3GALTL	4566	protein_coding
ENSG00000229427.1	chr13	ANKRD26P4	950	processed_pseudogene
ENSG00000278305.1	chr13	RP11-326L9.1	565	lincRNA
ENSG00000277319.1	chr13	RP11-326L9.2	286	unprocessed_pseudogene
ENSG00000133105.6	chr13	RXFP2	3319	protein_coding
ENSG00000229715.4	chr13	EEF1DP3	3645	transcribed_unprocessed_pseudogene
ENSG00000279314.1	chr13	RP1-257C22.2	1622	TEC
ENSG00000278732.1	chr13	Metazoa_SRP	282	misc_RNA
ENSG00000235822.1	chr13	LINC01073	149	lincRNA
ENSG00000237637.1	chr13	FRY-AS1	1115	antisense
ENSG00000073910.18	chr13	FRY	18452	protein_coding
ENSG00000189167.10	chr13	ZAR1L	1564	protein_coding
ENSG00000139618.13	chr13	BRCA2	12273	protein_coding
ENSG00000215515.2	chr13	IFIT1P1	1449	processed_pseudogene
ENSG00000139597.15	chr13	N4BP2L1	5639	protein_coding
ENSG00000212293.1	chr13	SNORA16	127	snoRNA
ENSG00000270008.1	chr13	RP11-298P3.4	764	processed_transcript
ENSG00000244754.7	chr13	N4BP2L2	16960	protein_coding
ENSG00000229800.1	chr13	ATP8A2P2	1568	processed_pseudogene
ENSG00000281026.1	chr13	N4BP2L2-IT2	4890	sense_intronic
ENSG00000083642.17	chr13	PDS5B	13212	protein_coding
ENSG00000207325.1	chr13	RNY1P4	115	misc_RNA
ENSG00000277151.1	chr13	RP11-380B4.3	5305	lincRNA
ENSG00000226968.1	chr13	LINC00423	903	lincRNA
ENSG00000227604.3	chr13	TOMM22P3	345	processed_pseudogene
ENSG00000133116.7	chr13	KL	5056	protein_coding
ENSG00000221677.2	chr13	AL161898.1	92	miRNA
ENSG00000133121.19	chr13	STARD13	8388	protein_coding
ENSG00000230300.1	chr13	STARD13-IT1	452	sense_intronic
ENSG00000236581.7	chr13	STARD13-AS	4005	processed_transcript
ENSG00000277160.1	chr13	AL139187.1	53	miRNA
ENSG00000227911.3	chr13	RP11-141M1.1	644	lincRNA
ENSG00000277386.1	chr13	RP11-141M1.4	501	sense_intronic
ENSG00000264288.1	chr13	AL138999.1	90	miRNA
ENSG00000230490.2	chr13	RP11-141M1.3	1535	lincRNA
ENSG00000277992.1	chr13	AL139383.1	99	miRNA
ENSG00000234535.1	chr13	RP11-37L2.1	385	lincRNA
ENSG00000232986.1	chr13	RP11-179A7.2	382	lincRNA
ENSG00000133119.11	chr13	RFC3	2874	protein_coding
ENSG00000252397.1	chr13	RNU5A-4P	111	snRNA
ENSG00000276672.1	chr13	RP11-142E9.1	4636	sense_intronic
ENSG00000263663.1	chr13	AL161891.1	90	miRNA
ENSG00000280431.1	chr13	RP11-218I21.2	724	TEC
ENSG00000227254.1	chr13	VDAC1P12	882	processed_pseudogene
ENSG00000199196.1	chr13	SNORA25	128	snoRNA
ENSG00000278477.1	chr13	RP11-282M24.1	228	unprocessed_pseudogene
ENSG00000271850.1	chr13	RP11-16D22.2	573	lincRNA
ENSG00000225179.1	chr13	LINC00457	744	lincRNA
ENSG00000271901.1	chr13	RP11-266E6.3	273	lincRNA
ENSG00000231910.1	chr13	GAMTP2	463	processed_pseudogene
ENSG00000273886.1	chr13	Metazoa_SRP	271	misc_RNA
ENSG00000261728.1	chr13	RP11-307O13.1	2243	lincRNA
ENSG00000172915.17	chr13	NBEA	11949	protein_coding
ENSG00000232795.1	chr13	SCAND3P1	1060	processed_pseudogene
ENSG00000234835.1	chr13	PHBP13	760	processed_pseudogene
ENSG00000180660.7	chr13	MAB21L1	3028	protein_coding
ENSG00000221519.2	chr13	AL390071.1	92	miRNA
ENSG00000236036.1	chr13	LINC00445	756	lincRNA
ENSG00000133083.13	chr13	DCLK1	14375	protein_coding
ENSG00000120669.14	chr13	SOHLH2	3399	protein_coding
ENSG00000250709.1	chr13	CCDC169-SOHLH2	2051	protein_coding
ENSG00000242715.6	chr13	CCDC169	8837	protein_coding
ENSG00000207203.1	chr13	RNU6-71P	107	snRNA
ENSG00000133104.11	chr13	SPG20	6387	protein_coding
ENSG00000120664.9	chr13	SPG20-AS1	710	antisense
ENSG00000266047.1	chr13	AL139377.1	88	miRNA
ENSG00000133101.8	chr13	CCNA1	2400	protein_coding
ENSG00000223383.1	chr13	HIST1H2APS6	364	processed_pseudogene
ENSG00000180440.3	chr13	SERTM1	3207	protein_coding
ENSG00000222602.1	chr13	AL136160.1	91	miRNA
ENSG00000235306.2	chr13	GAPDHP34	823	processed_pseudogene
ENSG00000223543.1	chr13	TCEAL4P1	588	processed_pseudogene
ENSG00000215486.5	chr13	ARL2BPP3	751	transcribed_processed_pseudogene
ENSG00000271337.1	chr13	NDE1P2	1105	processed_pseudogene
ENSG00000133111.3	chr13	RFXAP	2306	protein_coding
ENSG00000120693.12	chr13	SMAD9	5723	protein_coding
ENSG00000236711.2	chr13	SMAD9-IT1	504	sense_intronic
ENSG00000228825.1	chr13	LAMTOR3P1	370	processed_pseudogene
ENSG00000232378.1	chr13	RPL29P28	472	processed_pseudogene
ENSG00000226161.1	chr13	EIF4A1P5	1095	processed_pseudogene
ENSG00000120697.7	chr13	ALG5	2194	protein_coding
ENSG00000120699.11	chr13	EXOSC8	3630	protein_coding
ENSG00000102710.18	chr13	SUPT20H	10933	protein_coding
ENSG00000279238.1	chr13	AL138706.2	57	protein_coding
ENSG00000221100.1	chr13	AL138706.1	116	miRNA
ENSG00000180138.7	chr13	CSNK1A1L	2406	protein_coding
ENSG00000274549.1	chr13	RP11-676B18.2	410	unprocessed_pseudogene
ENSG00000279511.1	chr13	RP11-676B18.1	3752	TEC
ENSG00000202395.1	chr13	RN7SKP1	307	misc_RNA
ENSG00000230283.1	chr13	RPS12P24	387	processed_pseudogene
ENSG00000230390.1	chr13	LINC01048	511	lincRNA
ENSG00000275226.1	chr13	LINC00547	3314	lincRNA
ENSG00000133110.13	chr13	POSTN	5464	protein_coding
ENSG00000133107.13	chr13	TRPC4	4205	protein_coding
ENSG00000199276.1	chr13	RNA5SP26	119	rRNA
ENSG00000274317.1	chr13	RP11-93G5.1	4959	lincRNA
ENSG00000228036.1	chr13	HSPD1P9	1636	processed_pseudogene
ENSG00000223685.4	chr13	LINC00571	1183	lincRNA
ENSG00000120686.10	chr13	UFM1	4382	protein_coding
ENSG00000279025.1	chr13	RP11-131P10.2	1080	TEC
ENSG00000236354.1	chr13	LINC00437	791	lincRNA
ENSG00000229437.1	chr13	LINC00366	435	lincRNA
ENSG00000234701.1	chr13	PRDX3P3	522	processed_pseudogene
ENSG00000150893.10	chr13	FREM2	16223	protein_coding
ENSG00000252795.1	chr13	RNU6-56P	93	snRNA
ENSG00000212049.1	chr13	AL590007.1	111	miRNA
ENSG00000225350.1	chr13	FREM2-AS1	465	antisense
ENSG00000225221.1	chr13	PLA2G12AP2	264	processed_pseudogene
ENSG00000235550.1	chr13	ANKRD26P2	1710	unprocessed_pseudogene
ENSG00000133115.10	chr13	STOML3	2205	protein_coding
ENSG00000120685.18	chr13	PROSER1	7315	protein_coding
ENSG00000188811.11	chr13	NHLRC3	6409	protein_coding
ENSG00000273507.3	chr13	RP11-50D16.4	1099	lincRNA
ENSG00000214823.3	chr13	NXT1P1	316	processed_pseudogene
ENSG00000183722.7	chr13	LHFP	2327	protein_coding
ENSG00000216014.1	chr13	AL512505.1	92	miRNA
ENSG00000133103.15	chr13	COG6	8051	protein_coding
ENSG00000264171.1	chr13	MIR4305	102	miRNA
ENSG00000200526.1	chr13	RNY4P14	96	misc_RNA
ENSG00000224351.2	chr13	CDKN2AIPNLP3	309	processed_pseudogene
ENSG00000270444.1	chr13	AZU1P1	385	processed_pseudogene
ENSG00000212553.1	chr13	SNORD116	93	snoRNA
ENSG00000275149.1	chr13	RP11-427J23.1	3541	lincRNA
ENSG00000230710.1	chr13	LINC00332	834	lincRNA
ENSG00000278772.1	chr13	LINC00548	2551	lincRNA
ENSG00000280465.1	chr13	AL356217.1	116	miRNA
ENSG00000271429.1	chr13	RPL17P51	238	processed_pseudogene
ENSG00000207458.1	chr13	RNY3P9	106	misc_RNA
ENSG00000230058.1	chr13	RP11-172E9.2	444	lincRNA
ENSG00000252812.1	chr13	RN7SKP2	319	misc_RNA
ENSG00000215483.7	chr13	LINC00598	2489	lincRNA
ENSG00000150907.6	chr13	FOXO1	5811	protein_coding
ENSG00000229456.1	chr13	RLIMP1	1680	processed_pseudogene
ENSG00000211491.2	chr13	MIR320D1	48	miRNA
ENSG00000102738.7	chr13	MRPS31	2124	protein_coding
ENSG00000277794.1	chr13	Metazoa_SRP	273	misc_RNA
ENSG00000102743.13	chr13	SLC25A15	1837	protein_coding
ENSG00000207652.1	chr13	MIR621	96	miRNA
ENSG00000168852.11	chr13	TPTE2P5	1280	transcribed_unprocessed_pseudogene
ENSG00000176268.5	chr13	CYCSP34	304	processed_pseudogene
ENSG00000239827.7	chr13	SUGT1P3	1331	transcribed_unprocessed_pseudogene
ENSG00000120690.12	chr13	ELF1	4401	protein_coding
ENSG00000229473.2	chr13	RGS17P1	553	processed_pseudogene
ENSG00000120688.8	chr13	WBP4	2623	protein_coding
ENSG00000264226.1	chr13	MIR3168	82	miRNA
ENSG00000244264.3	chr13	RN7SL597P	296	misc_RNA
ENSG00000165572.7	chr13	KBTBD6	5178	protein_coding
ENSG00000278390.3	chr13	RP11-74J13.8	2731	antisense
ENSG00000215482.3	chr13	CALM2P3	449	processed_pseudogene
ENSG00000120696.8	chr13	KBTBD7	4734	protein_coding
ENSG00000225133.1	chr13	MORF4L1P4	976	processed_pseudogene
ENSG00000120662.14	chr13	MTRF1	3841	protein_coding
ENSG00000277662.1	chr13	RP11-74J13.9	497	sense_intronic
ENSG00000231404.2	chr13	RAC1P3	580	processed_pseudogene
ENSG00000172766.17	chr13	NAA16	5867	protein_coding
ENSG00000223280.1	chr13	RNU6-57P	103	snRNA
ENSG00000214222.2	chr13	TUBBP2	411	processed_pseudogene
ENSG00000205240.4	chr13	OR7E36P	954	unprocessed_pseudogene
ENSG00000234655.3	chr13	OR7E155P	1014	unprocessed_pseudogene
ENSG00000215480.4	chr13	OR7E37P	897	unprocessed_pseudogene
ENSG00000263907.1	chr13	AL354833.1	77	miRNA
ENSG00000263928.1	chr13	AL354833.2	69	miRNA
ENSG00000264042.1	chr13	AL354833.3	88	miRNA
ENSG00000102760.12	chr13	RGCC	1032	protein_coding
ENSG00000102763.14	chr13	VWA8	7633	protein_coding
ENSG00000264190.1	chr13	MIR5006	110	miRNA
ENSG00000241406.3	chr13	RN7SL515P	297	misc_RNA
ENSG00000280988.1	chr13	AL442203.1	85	miRNA
ENSG00000206962.1	chr13	RNU6-74P	107	snRNA
ENSG00000229696.1	chr13	KARSP1	1752	processed_pseudogene
ENSG00000278338.3	chr13	VWA8-AS1	2150	antisense
ENSG00000226093.1	chr13	RPS28P8	208	processed_pseudogene
ENSG00000102780.15	chr13	DGKH	19637	protein_coding
ENSG00000231530.1	chr13	RP11-187A9.3	363	antisense
ENSG00000237263.1	chr13	MAPK6PS3	2162	processed_pseudogene
ENSG00000265679.1	chr13	AL139328.1	98	miRNA
ENSG00000270809.1	chr13	CHCHD2P11	457	processed_pseudogene
ENSG00000234213.1	chr13	FHP1	703	processed_pseudogene
ENSG00000023516.8	chr13	AKAP11	9920	protein_coding
ENSG00000233259.4	chr13	FABP3P2	399	processed_pseudogene
ENSG00000120659.13	chr13	TNFSF11	2733	protein_coding
ENSG00000179813.5	chr13	FAM216B	3308	protein_coding
ENSG00000271216.1	chr13	LINC01050	760	lincRNA
ENSG00000229546.1	chr13	LINC00428	227	lincRNA
ENSG00000133106.13	chr13	EPSTI1	4924	protein_coding
ENSG00000238025.1	chr13	ZDHHC4P1	1035	processed_pseudogene
ENSG00000120675.5	chr13	DNAJC15	8042	protein_coding
ENSG00000229928.1	chr13	LINC00400	547	lincRNA
ENSG00000276569.1	chr13	RP11-460G11.2	1693	processed_pseudogene
ENSG00000120658.11	chr13	ENOX1	3139	protein_coding
ENSG00000273697.1	chr13	AL607148.1	60	miRNA
ENSG00000232540.1	chr13	RPL36P19	301	processed_pseudogene
ENSG00000238189.2	chr13	ENOX1-AS2	609	antisense
ENSG00000233821.1	chr13	ENOX1-AS1	3907	lincRNA
ENSG00000270522.1	chr13	RP11-168P13.1	262	lincRNA
ENSG00000151773.11	chr13	CCDC122	5403	protein_coding
ENSG00000274001.1	chr13	RP11-5G9.5	449	sense_intronic
ENSG00000276108.1	chr13	AL512506.1	94	miRNA
ENSG00000179630.9	chr13	LACC1	4550	protein_coding
ENSG00000281883.1	chr13	RP11-65B7.2	1792	protein_coding
ENSG00000280060.1	chr13	RP11-5G9.6	458	TEC
ENSG00000233725.6	chr13	LINC00284	5160	lincRNA
ENSG00000179611.3	chr13	DGKZP1	2776	processed_pseudogene
ENSG00000226519.1	chr13	LINC00390	340	lincRNA
ENSG00000227258.4	chr13	SMIM2-AS1	3009	antisense
ENSG00000139656.6	chr13	SMIM2	824	protein_coding
ENSG00000235285.1	chr13	SMIM2-IT1	478	sense_intronic
ENSG00000276854.1	chr13	RP11-478K15.7	555	lincRNA
ENSG00000276319.1	chr13	MIR8079	72	miRNA
ENSG00000230731.2	chr13	RP11-478K15.6	3336	lincRNA
ENSG00000277831.1	chr13	RP11-269C23.5	513	lincRNA
ENSG00000151778.9	chr13	SERP2	1927	protein_coding
ENSG00000237361.2	chr13	TUSC8	1334	lincRNA
ENSG00000102804.13	chr13	TSC22D1	8586	protein_coding
ENSG00000280357.1	chr13	RP11-269C23.4	535	TEC
ENSG00000225727.2	chr13	RP11-71C5.2	399	transcribed_processed_pseudogene
ENSG00000276862.1	chr13	AL139184.1	50	miRNA
ENSG00000278156.1	chr13	TSC22D1-AS1	3457	antisense
ENSG00000230793.1	chr13	SMARCE1P5	1225	processed_pseudogene
ENSG00000237585.1	chr13	LINC00407	295	lincRNA
ENSG00000276527.1	chr13	RP11-442J21.2	415	lincRNA
ENSG00000235097.1	chr13	LINC00330	2036	lincRNA
ENSG00000083635.7	chr13	NUFIP1	3492	protein_coding
ENSG00000223732.2	chr13	RP11-321C24.1	315	lincRNA
ENSG00000133114.16	chr13	GPALPP1	10842	protein_coding
ENSG00000265802.2	chr13	RN7SL49P	298	misc_RNA
ENSG00000223341.1	chr13	RN7SKP3	358	misc_RNA
ENSG00000188342.10	chr13	GTF2F2	3619	protein_coding
ENSG00000271818.1	chr13	7SK	322	misc_RNA
ENSG00000277358.1	chr13	RP11-321C24.4	129	unprocessed_pseudogene
ENSG00000180332.6	chr13	KCTD4	1865	protein_coding
ENSG00000270381.1	chr13	RP11-290D2.5	226	processed_pseudogene
ENSG00000221163.1	chr13	AL138963.1	87	miRNA
ENSG00000133112.15	chr13	TPT1	7269	protein_coding
ENSG00000253051.1	chr13	SNORA31	134	snoRNA
ENSG00000199477.1	chr13	SNORA31	130	snoRNA
ENSG00000273149.1	chr13	RP11-290D2.6	588	antisense
ENSG00000170919.14	chr13	TPT1-AS1	10402	antisense
ENSG00000228886.1	chr13	RP11-290D2.3	310	lincRNA
ENSG00000214455.4	chr13	RCN1P2	915	processed_pseudogene
ENSG00000174032.15	chr13	SLC25A30	6794	protein_coding
ENSG00000251015.1	chr13	SLC25A30-AS1	701	lincRNA
ENSG00000229303.1	chr13	PPIAP25	540	processed_pseudogene
ENSG00000136152.13	chr13	COG3	6016	protein_coding
ENSG00000165837.10	chr13	ERICH6B	2940	protein_coding
ENSG00000200709.1	chr13	RNA5SP27	119	rRNA
ENSG00000232786.1	chr13	TIMM9P3	274	processed_pseudogene
ENSG00000228869.1	chr13	COX4I1P2	547	processed_pseudogene
ENSG00000235366.2	chr13	LINC01055	1721	lincRNA
ENSG00000237876.1	chr13	AKR1B1P4	922	processed_pseudogene
ENSG00000174015.8	chr13	SPERT	2125	protein_coding
ENSG00000274357.1	chr13	Metazoa_SRP	275	misc_RNA
ENSG00000280848.1	chr13	AL139320.1	84	miRNA
ENSG00000215475.4	chr13	SIAH3	7057	protein_coding
ENSG00000281729.1	chr13	AL445232.1	71	miRNA
ENSG00000123200.15	chr13	ZC3H13	10265	protein_coding
ENSG00000235903.6	chr13	CPB2-AS1	3954	antisense
ENSG00000080618.12	chr13	CPB2	1767	protein_coding
ENSG00000278937.1	chr13	RP11-139H14.5	4836	TEC
ENSG00000136167.12	chr13	LCP1	5061	protein_coding
ENSG00000240767.3	chr13	RN7SL288P	291	misc_RNA
ENSG00000173988.11	chr13	LRRC63	2677	protein_coding
ENSG00000252854.1	chr13	RN7SKP5	272	misc_RNA
ENSG00000251106.1	chr13	FAM206BP	541	processed_pseudogene
ENSG00000261097.1	chr13	LINC00563	1400	lincRNA
ENSG00000102445.17	chr13	KIAA0226L	6105	protein_coding
ENSG00000223336.1	chr13	RNU2-6P	190	snRNA
ENSG00000252385.1	chr13	RNU6-68P	104	snRNA
ENSG00000241353.3	chr13	PPP1R2P4	595	processed_pseudogene
ENSG00000231817.6	chr13	LINC01198	2617	lincRNA
ENSG00000227019.2	chr13	OR7E101P	513	unprocessed_pseudogene
ENSG00000277228.1	chr13	RP11-189B4.7	315	lincRNA
ENSG00000205105.6	chr13	COX17P1	192	processed_pseudogene
ENSG00000230243.1	chr13	FKBP1AP3	319	processed_pseudogene
ENSG00000136141.13	chr13	LRCH1	7307	protein_coding
ENSG00000278462.1	chr13	RP11-165D6.1	266	sense_intronic
ENSG00000139684.12	chr13	ESD	3401	protein_coding
ENSG00000102468.9	chr13	HTR2A	5624	protein_coding
ENSG00000224517.5	chr13	HTR2A-AS1	603	antisense
ENSG00000234590.1	chr13	GNG5P5	220	processed_pseudogene
ENSG00000244521.3	chr13	RN7SL700P	294	misc_RNA
ENSG00000234145.1	chr13	NAP1L4P3	1147	processed_pseudogene
ENSG00000229423.2	chr13	RPL27AP8	446	processed_pseudogene
ENSG00000228573.1	chr13	RP11-279N8.1	411	lincRNA
ENSG00000234689.1	chr13	LINC00444	215	lincRNA
ENSG00000260388.2	chr13	LINC00562	2470	lincRNA
ENSG00000136143.12	chr13	SUCLA2	3238	protein_coding
ENSG00000227848.1	chr13	SUCLA2-AS1	552	antisense
ENSG00000136159.3	chr13	NUDT15	2098	protein_coding
ENSG00000276968.1	chr13	RP11-90M2.5	434	antisense
ENSG00000136146.13	chr13	MED4	2358	protein_coding
ENSG00000229111.1	chr13	MED4-AS1	542	antisense
ENSG00000224510.2	chr13	POLR2KP2	177	processed_pseudogene
ENSG00000136156.11	chr13	ITM2B	10210	protein_coding
ENSG00000231473.2	chr13	LINC00441	1143	lincRNA
ENSG00000139687.12	chr13	RB1	6169	protein_coding
